id,mileage,customer_id,dealership_id,interior_condition,powertrain,vehicle_type,structural_damage,exterior_condition,windshield,tires_status,tires_needs_new,tires_brand,wheels_alloy,wheels_size,wheels_condition,year,style,trans,engine,drivetrain,division,base_price,tires,seats,paint,color,interior_color,seconds_in_disposition,transports_count,bought_price,costs,profit
18559,1592,870,441,2,2,Front-Line CPO,1,2,2,1,0,Goodyear,0,17,2,2013,4dr I4 CVT EX,Automatic,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,23246,0,Cloth,0,Basque Red Pearl II,Ivory,372487,1,17200,150,average
18531,8429,934,477,2,2,Live-Trade,1,1,2,1,0,Other,0,15,0,2014,5dr CVT EX,Automatic,1.3L 4 Cylinder Engine Gas/Electric Hybrid,Front Wheel Drive,Honda,0,0,"Gray, Fabric/Leatherette Seat Trim",0,Mediterranean Blue Pearl,Gray,372034,0,12400,50,good
18659,135133,882,473,1,2,Live-Trade,1,0,2,1,0,Other,0,15,1,2003,4dr Sdn LE Auto (Natl),Automatic,1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,14007,0,Cloth,0,Lunar Mist Metallic,Light Gray,810172,1,1800,135,bad
18660,9572,882,441,2,2,In-Stock Trade,1,0,2,1,0,Firestone,0,15,2,2013,4dr Auto LX,Automatic,1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,17632,0,Cloth,0,Kona Coffee Metallic,Beige,372574,1,11500,200,average
18344,29096,1017,478,2,2,Live-Trade,1,1,2,1,2,Yokohama,0,17,1,2012,4WD 4dr I4 (Natl),Automatic,2.5L 4 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Toyota,22487,0,"Ash, Cloth Seat Trim",0,Classic Silver Metallic,Ash,80999,1,12700,250,good
18266,70850,916,478,1,2,Live-Trade,1,1,2,2,0,Bridgestone,0,16,1,2009,FWD 4dr I4 Auto GLS,Automatic,2.0L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Hyundai,19322,0,"Gray, Cloth Seat Trim",0,Dark Titanium Gray,Gray,2145937,1,5700,150,average
18051,108550,882,473,0,2,Live-Trade,1,0,2,2,0,Other,0,17,1,2007,AWD 4dr Sport,Automatic,2.3l 4 Cylinder Engine Gasoline Fuel,All Wheel Drive,Mazda,23811,0,Cloth,0,Black Cherry Mica,Sand,373045,1,2500,200,average
18630,178090,291,91,0,2,Live-Trade,1,0,2,2,0,BFGoodrich,0,17,1,2006,"Crew Cab 156"" XLT 4WD",Torqshift 5 Speed Automatic Transmission W/Od,5.4 L Sohc 24 Valve Efi Triton V8 Engine,Four Wheel Drive,Ford,30882,0,Cloth 40/20/40 Two Tone Split Bench Seat,0,Dark Shadow Grey Metallic,Tan,5356574,2,7000,545,bad
18685,48729,882,441,1,2,Live-Trade,1,0,2,2,0,Other,0,16,1,2006,4dr Sdn XLS (Natl),Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,27477,0,Leather Seat Trim,0,Indigo Ink Pearl,Lt Gray,351327,1,6300,200,average
18649,29817,908,204,2,2,Live-Trade,1,2,2,2,0,Bridgestone,0,18,2,2011,2dr Roadster,7 Speed Porsche Doppelkupplung (Pdk) Automatic Transmission,2.9L Flat 6 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Porsche,0,0,"Sand Beige, Full Leather Seat Trim",0,Macadamia Metallic,Sand Beige,694043,1,27500,575,average
18619,108657,544,252,0,2,Live-Trade,1,0,2,2,0,Continental Tire,0,16,0,2002,4dr Sdn Auto Base,4 Speed Automatic Transmission W/Od,1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Kia,10856,0,Cloth,Standard Paint,Black,Beige,1720417,1,400,0,bad
18261,87276,534,252,2,2,Live-Trade,1,1,1,2,0,BFGoodrich,0,16,1,2010,"4WD SuperCrew 157"" FX4","6 Speed Electronic Automatic Transmission W/Od, Tow & Haul Mode",5.4 L 3 V Efi V8 Ffv Engine,Four Wheel Drive,Ford,34928,0,"Black, Sport Cloth Front Captains Chairs",0,Ingot Silver,Black,296856,1,16000,400,good
18128,34804,1008,441,1,2,Live-Trade,1,1,2,1,2,Michelin,0,17,1,2013,5dr EX-L w/Navi,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,34027,0,Leather,0,Crystal Black Pearl,Truffle,3456711,2,22000,448,bad
18278,24989,425,198,2,2,Live-Trade,1,2,2,2,0,Bridgestone,0,17,1,2010,2dr Conv PRHT Man Touring,Manual,2.0L 4 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Mazda,24944,0,"Black, Cloth Seat Trim",0,Stormy Blue Mica,Black,293300,0,12300,0,good
18109,119269,549,252,1,1,Live-Trade,1,1,2,2,0,Goodyear,0,17,2,2009,4WD 2dr X,4 Speed Automatic Transmission,3.8L V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Jeep,19518,0,"Dark Slate Gray/Medium Slate Gray, Cloth Seats",0,Deep Water Blue Pearl,Dark Slate Gray/Medium Slate Gray,291154,1,11000,385,good
18774,29160,882,473,1,2,Live-Trade,1,1,2,2,2,Other,0,21,1,2013,4WD 4dr V6  Limited (Natl),Automatic,3.5l V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Toyota,35972,0,"Gray, Leather Seat Trim",0,Black,Gray,282686,1,25000,250,good
18785,30364,882,441,1,2,Live-Trade,1,0,0,2,0,Other,0,16,1,2014,AWD 5dr EX-L,Automatic,2.4L 4 Cylinder Engine Gasoline Fuel,All Wheel Drive,Honda,27334,0,"Black, Leather Trimmed Seats",0,Kona Coffee Metallic,Black,280226,0,20500,50,good
18864,217549,364,146,0,2,Live-Trade,1,1,2,2,0,Firestone,0,16,0,2000,"4dr 112"" WB Eddie Bauer AWD",4 Speed Automatic Transmission W/Od,5.0L 8 Cylinder Engine Gasoline Fuel,All Wheel Drive,Ford,30773,P255/70 R16 All Terrain Sbr Owl Tires,Leather Front Sport Bucket Seats,Solid Paint,Green Metallic,Med Prairie Tan,2513602,1,700,165,bad
18849,173492,320,91,0,2,Live-Trade,1,0,2,2,0,Other,0,16,0,2005,4dr 4-Cyl (Natl),Automatic,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,0,0,Cloth Seat Trim,0,Bluestone Metallic,Gray,401996,1,3000,100,good
18409,125721,544,252,1,2,Live-Trade,1,1,2,2,0,Avon,0,17,0,2010,4dr Sdn SXT RWD,4 Speed Automatic Transmission,3.5 L Mpi 24 Valve Ho V6 Engine,Rear Wheel Drive,Dodge,25204,0,"Dark/Light Slate Gray, Leather Trimmed Front Bucket Seats",0,Brilliant Black Pearl,Dark Slate Gray,347107,1,4000,0,bad
18221,144100,540,248,1,1,Live-Trade,1,1,2,1,0,Uniroyal,0,16,1,2010,4dr Sdn SXT,4 Speed Automatic Transmission,2.4 L Dohc Dual Vvt 16 Valve I4 Engine,Front Wheel Drive,Dodge,19506,0,Cloth,0,White Gold,Dark Slate Gray,345735,1,1700,0,bad
18403,97022,540,248,1,2,Live-Trade,1,1,2,0,0,Continental Tire,0,16,0,2005,EX MT,Manual,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,19979,0,Cloth,0,Deep Green Pearl,Ivory,2721456,1,3800,0,bad
18251,95168,537,248,2,1,Live-Trade,1,1,2,0,4,Other,0,16,0,2005,4dr Wgn Limited,4 Speed Automatic Transmission,2.4 L Dohc Smpi 16 Valve I4 Engine,Front Wheel Drive,Chrysler,16484,P205/55 R16 All Season Touring Bsw Tires,Cloth Low Back Front Bucket Seats,0,Electric Blue Pearl,Dark Slate Gray,347142,1,875,0,average
18687,18579,358,181,2,2,Front-Line,1,2,2,1,0,Michelin,0,18,1,2015,2WD 4dr EX,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,29371,0,"Gray, Fabric Seat Trim",0,Taffeta White,Gray,118436,1,26800,65,good
18227,209521,491,234,0,1,Live-Trade,1,0,2,0,4,General Tire,0,16,0,1998,"Reg Cab Sportside 117.5"" WB 4WD",4 Speed Electronically Controlled Automatic Transmission W/Od,5.7 L (350) Sfi V8 (Vortec) Engine,Four Wheel Drive,GMC,17587,0,Front 60/40 Reclining Split Bench Seat,0,Pewter (Met),Gray,941112,1,500,0,average
18936,136558,882,477,0,2,Live-Trade,0,1,2,0,4,Continental Tire,0,18,0,2004,4dr Sdn SE Auto,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Nissan,24780,0,Leather,0,Champagne Mist Metallic,Cafe Latte,346925,1,1100,135,average
18863,33419,916,478,1,2,Live-Trade,1,0,2,2,2,Other,0,16,1,1995,4dr Sedan LE Auto,Automatic,2.2L 4 Cylinder Engine Gasoline Fuel,Front-Wheel Drive,Toyota,17147,0,Cloth,0,green,gray,346819,1,500,135,bad
18843,56584,903,473,1,2,Live-Trade,1,0,2,2,0,Bridgestone,0,16,1,2003,4dr Limited Auto 4WD w/3rd Row,Automatic,2.7L V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Suzuki,24194,0,Leather,Standard Paint,Burgundy Pearl,Beige,346724,1,3000,135,average
18741,74709,916,478,1,2,Live-Trade,1,1,2,2,0,Other,0,16,0,2009,5dr HB LT w/1LT,"Transmission, 4 Speed Automatic",1.6L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Chevrolet,13465,0,"Charcoal, Cloth Seat Trim",0,Blue Moon,Charcoal,346571,1,1800,135,bad
18714,80282,934,477,1,2,Live-Trade,1,0,2,0,4,Other,0,16,1,2003,4WD EX Auto,Automatic,2.4L 4 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Honda,0,0,Cloth,0,Taffeta White,Black,113160,1,3500,200,good
18928,12227,882,441,2,2,Front-Line CPO,1,2,2,1,0,Kumho Tires,0,17,2,2015,AWD 4dr V6 SX,Automatic,3.3L V6 Cylinder Engine Gasoline Fuel,All Wheel Drive,Kia,36213,0,"Gray, Leather Seat Trim",0,Ebony Black,Gray,111164,0,27000,0,average
18652,82034,934,477,1,2,Live-Trade,1,0,2,2,0,Other,0,15,0,1999,4dr Sdn,3 Speed Automatic Transmission,2.2L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Chevrolet,11234,0,Cloth Seat Trim,0,Medium Sunset Gold Metallic,Graphite,690878,1,450,135,bad
18927,6741,882,441,2,2,Front-Line CPO,1,2,2,1,0,Firestone,0,17,2,2013,5dr 8-Pass Van V6 XLE FWD (Natl),Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,0,0,"Bisque, Leather Seat Trim",0,Super White,Bisque,110543,1,23200,150,average
18951,100939,882,482,1,2,Live-Trade,1,1,2,0,4,Goodyear,0,16,1,2003,4dr SUV,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,All Wheel Drive,Acura,32161,0,Leather,0,Nighthawk Black,Ebony,689295,1,3900,135,good
18950,130975,882,475,0,2,Live-Trade,1,1,2,1,2,Other,0,17,1,2006,4dr SUV AT,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Acura,33459,0,Leather,0,Desert Rock Metallic,Saddle,2597223,1,4500,135,bad
18948,10640,882,441,2,2,Live-Trade,1,2,2,1,0,Other,0,17,2,2015,AWD 4dr,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,All Wheel Drive,Infiniti,40734,0,"Java, Leather Appointed Seats",0,Black Obsidian,Java,1205939,1,33000,150,average
18469,35373,931,405,2,2,Live-Trade,1,1,2,2,0,Other,0,17,0,2013,4dr Sdn Auto Limited (Alabama Plant),Automatic,1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Hyundai,0,0,"Beige, Leather Seat Trim",0,Desert Bronze,Beige,109804,1,11000,450,average
18729,6278,585,284,2,2,Live-Trade,1,2,2,1,0,Bridgestone,0,16,2,2016,FWD 4dr,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Lexus,39177,0,"Stratus Gray, Leather Seat Trim",0,Eminent White Pearl,Stratus Gray,106941,0,38000,0,average
18963,81098,621,183,2,2,In-Stock Trade,1,1,0,2,0,Goodyear,0,19,0,2013,4dr Sdn Limited FWD,6 Speed Automatic Transmission,2.0 L Ecoboost I4 Engine,Front Wheel Drive,Ford,30535,0,"Charcoal Black, Perforated Leather Seat Trim",0,Tuxedo Black Metallic,Charcoal Black,102553,0,11000,0,good
18974,101334,381,188,2,2,Other,1,1,2,2,0,Dunlop,0,16,1,2008,4WD 4dr V6 Sport (Natl),Automatic,4.0L V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Toyota,29677,0,High Contrast Cloth Seats,0,Titanium Metallic,Dark Charcoal,101000,1,12000,300,good
18989,6661,870,441,2,2,Live-Trade,1,2,2,1,0,Other,0,16,2,2015,4dr Sdn,Automatic,2.0l 4 Cylinder Engine Gas/electric Hybrid,Front Wheel Drive,Honda,26804,0,"Ivory, Bio Fabric Seat Trim",0,Basque Red Pearl Ii,Ivory,101739,1,20600,250,good
18707,136046,635,146,2,2,In-Stock Trade,1,2,2,2,0,Michelin,0,18,1,2007,4dr Sdn LWB,Automatic,4.6L 8 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Lexus,61770,0,Leather Seat Trim,0,Black Sapphire Pearl,Black,10022698,5,14000,737,bad
18692,11526,635,146,2,2,In-Stock Trade,1,2,2,1,0,Toyo,0,19,1,2015,FWD 4dr Auto Grand Touring,Automatic,2.5L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Mazda,27176,0,"Sand, Leather Seat Trim",0,Blue Reflex Mica,Sand,100288,0,22800,0,average
18996,92762,364,146,1,2,Front-Line,1,1,2,2,0,Other,0,16,1,2008,2dr Man LX,Manual,1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,15447,0,Cloth,Standard Paint,Royal Blue Pearl,Ivory,99588,0,4200,0,average
18993,58362,364,146,2,2,Front-Line,1,2,2,2,0,Other,0,15,1,2014,4dr Sdn L4 CVT w/Navi &#38; Leather,Automatic,1.5L 4 Cylinder Engine Gas/Electric Hybrid,Front Wheel Drive,Honda,25381,0,"Gray, Leather Seat Trim",0,Crystal Black Pearl,Gray,12442535,5,12000,415,bad
18922,36720,882,441,2,2,Live-Trade,1,2,2,1,0,Michelin,0,16,2,2012,AWD 4dr,Automatic,2.3L 4 Cylinder Engine Gasoline Fuel,All Wheel Drive,Acura,32481,0,"Taupe, Leather Seat Trim",0,Bellanova White Pearl,Taupe,3013862,1,19000,300,bad
19024,104462,381,188,1,2,Front-Line,1,1,2,1,0,Primewell,0,16,1,2006,4dr Sdn XLS (Natl),Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,27477,0,Leather Seat Trim,0,Silver Pine Mica,Ivory,87553,1,6200,300,good
18919,20667,519,190,2,2,Aged Unit,1,2,2,1,0,Continental Tire,0,17,2,2014,2WD 5dr EX-L w/Navi,Automatic,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,0,0,"Beige, Leather Trimmed Seats",0,White Diamond Pearl,Beige,429814,2,22200,550,average
18585,81536,544,252,0,2,Live-Trade,1,1,2,2,0,Fuzion,0,20,1,2008,"4WD Quad Cab 140.5"" SLT",5 Speed Automatic Transmission,5.7 L V8 Hemi Multi Displacement Engine,Four Wheel Drive,Dodge,30272,0,Cloth 40/20/40 Split Bench Seat,0,Detonator Yellow,Medium Slate Gray,352518,1,12500,365,good
18424,42022,540,248,2,2,Live-Trade,1,2,2,2,0,Toyo,0,17,2,2013,4WD 4dr V6 (Natl),Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Toyota,29074,0,"Gray, Cloth Seat Trim",0,Magnetic Gray Metallic,Gray,7944946,3,22000,465,bad
18292,130324,532,248,0,2,Live-Trade,1,1,2,2,0,Firestone,0,15,1,2004,4dr Sdn LE Auto (Natl),Automatic,1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,14098,0,Cloth,0,Super White,Light Gray,254161,1,2000,0,average
18844,62612,540,248,2,2,Live-Trade,1,1,2,1,0,Other,0,16,1,2012,4dr Sdn I4 CVT 2.5 S,Automatic,2.5L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Nissan,21290,0,"Charcoal, Velour Seat Trim",0,Super Black,Charcoal,347116,0,8500,0,average
19043,136622,291,91,1,2,Live-Trade,1,1,2,2,0,Other,0,16,1,2002,4dr Sdn 1.8T quattro AWD Auto,Automatic,1.8L 4 Cylinder Engine Gasoline Fuel,All Wheel Drive,Audi,25378,0,Perforated Leatherette Seat Trim,0,Light Silver Metallic,Ebony,844639,1,1700,100,average
19019,195716,973,501,2,1,In-Stock Trade,1,1,2,2,0,Other,0,16,1,2005,4dr Sdn LS Ultimate,4 Speed Automatic Transmission,4.6 L Ohc Sefi V8 Engine,Rear Wheel Drive,Mercury,0,0,Leather Twin Comfort Seats,0,Dark Toreador Red Metallic,Light Flint,3008445,1,800,75,bad
19064,12823,530,248,2,2,Aged Unit,1,1,2,1,0,Bridgestone,0,17,1,2015,4dr Sdn Auto quattro 2.0T Premium,Automatic,2.0 Premium ,All Wheel Drive,Audi,34968,0,"Black, Leather Seating Surfaces",0,Cuvee Silver Metallic,Black,1741146,1,26000,80,bad
18647,47198,541,248,1,2,Live-Trade,1,1,2,1,0,Yokohama,0,17,1,2013,5dr 7-Pass Van V6 L FWD (Natl),Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,24592,0,"Light Gray, Fabric Seat Trim",0,Predawn Gray Mica,Light Gray,333514,0,14500,0,good
18622,90256,854,405,2,2,Live-Trade,1,1,2,2,0,General Tire,0,18,1,2009,4WD Crew Cab SWB PRO-4X,Automatic,5.6L 8 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Nissan,32483,0,Leather,0,Galaxy Black,Charcoal,326609,0,15400,0,good
19028,50610,1023,36,0,2,Live-Trade,1,0,2,2,0,Other,0,17,1,2013,"4WD Ext Cab 144.2"" Work Truck","Transmission, 6 Speed Automatic, Heavy Duty, Electronically Controlled","Engine, 6.0 L V8 Sfi Gaseous Cng (Compressed Natural Gas), With Hardened Valves And Valve Seats. Operates On Both Gasoline And Cng.",Four Wheel Drive,GMC,32603,0,"Seats, Front 40/20/40 Split Bench, 3 Passenger, Driver And Front Passenger Manual Reclining",0,Quicksilver Metallic,Dark Titanium,273460,1,16000,650,good
18942,130946,1023,36,1,2,Live-Trade,1,0,2,2,0,Hankook,0,17,0,2005,XE King Cab 4WD,Automatic,5.6L 8 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Nissan,0,0,Cloth,0,Red Brawn,Graphite/Titanium,273412,1,4600,650,good
18894,17071,637,306,2,2,In-Stock Trade,1,2,2,2,0,Continental Tire,0,18,2,2014,2dr Cpe 435i xDrive AWD,Transmission: Sport Automatic W/Shift Paddles,3.0L Straight 6 Cylinder Engine Gasoline Fuel,All Wheel Drive,BMW,44160,0,"Black, Dakota Leather Upholstery",0,Mineral Gray Metallic,Black,266976,0,35200,0,average
19161,43746,425,198,2,2,Live-Trade,1,1,2,1,0,Michelin,0,19,0,2013,4dr Sdn 750Li xDrive AWD,Automatic,4.4l 8 Cylinder Engine Gasoline Fuel,All Wheel Drive,BMW,86020,0,"Black, Nappa Leather Seat Trim",0,Alpine White,Black,264209,1,38500,500,average
18924,39707,325,164,2,2,Front-Line,1,2,2,1,0,Firestone,0,17,2,2015,4dr Wgn Touring,Transmission: 6 Speed Automatic 62 Te,Engine: 3.6 L V6 24 V Vvt Flex Fuel,Front Wheel Drive,Chrysler,30508,0,"Black/Light Graystone, Leather Trimmed Bucket Seats",0,True Blue Pearlcoat,Black/Light Graystone,1817090,4,17400,930,bad
18462,176765,713,81,1,0,Live-Trade,1,0,2,1,0,Other,0,16,1,2008,4dr Sdn SES,4 Speed Automatic Transmission,2.0 L Dohc 16 Valve I4 Duratec Engine,Front Wheel Drive,Ford,15727,0,Cloth Seat Surfaces,0,Silver Frost Metallic,Charcoal Black,1388476,1,500,150,bad
19213,197480,635,146,0,2,In-Stock Trade,1,0,1,2,0,Continental Tire,0,15,1,2010,"114.6"" XLT w/side & rear door privacy glass",4 Speed Automatic Transmission W/Od,2.0 L Dohc Sefi I4 Engine,Front Wheel Drive,Ford,21091,0,"Dark Grey, Cloth Seat Trim",0,Frozen White,Dark Grey,749503,1,2250,165,average
19158,37471,637,306,2,2,In-Stock Trade,1,1,2,0,4,Dunlop,0,16,1,2013,4WD 4dr,Automatic,5.7l 8 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Lexus,75007,0,"Black, Leather Seat Trim",0,Mercury Metallic,Black,1183310,1,48500,290,good
19228,80632,364,146,1,2,In-Stock Trade,1,1,2,1,0,Firestone,0,19,1,2006,2dr Conv,"Transmission, 6 Speed Paddle Shift With Automatic Modes",6.0L 8 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Chevrolet,45994,0,"Seats, Front Sport Bucket With Leather Seating Surfaces",0,Black,Ebony,239660,0,17800,0,good
18935,24186,1036,482,2,2,Front-Line CPO,1,2,2,1,0,Michelin,0,17,1,2014,SH-AWD 4dr,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,All Wheel Drive,Acura,41016,0,"Ebony, Leather Trimmed Interior",0,Graphite Luster Metallic,Ebony,238480,0,33300,0,average
19179,98999,635,146,0,2,Live-Trade,1,0,2,2,0,Other,0,15,0,2008,2dr Cpe LT,"Transmission, 4 Speed Automatic, Electronically Controlled With Overdrive",2.2L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Chevrolet,0,0,"Ebony, Sport Cloth Seat Trim",0,Black,Gray,584059,1,1250,0,average
19233,86192,973,501,2,2,Live-Trade,1,2,2,1,0,BFGoodrich,0,16,1,1984,2dr Sport Coupe,Automatic,V6 305 ,Rear-Wheel Drive,Chevrolet,0,0,Cloth,0,beige ,brown,765595,1,2400,75,average
19270,14320,397,189,2,2,Live-Trade,1,2,2,1,0,Michelin,0,17,0,2015,4dr V6 Auto EX-L w/Navi,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,29508,0,"Ivory, Perforated Leather Trimmed Seats",0,Champagne Frost Pearl,Ivory,202347,1,22800,200,average
19058,51803,589,279,2,2,Other,1,2,2,1,2,Hankook,0,18,1,2013,4dr Sdn SX w/Chrome Limited Pkg,Automatic,2.0L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Kia,25040,0,Leather,0,Ebony Black,Black,180821,0,14800,200,good
19142,72214,530,252,1,1,Live-Trade,1,1,2,2,0,Other,0,17,1,2010,FWD 4dr SLE-1,"Transmission, 6 Speed Automatic","Engine, 2.4 L I 4 Sidi (spark Ignition Direct Injection)",Front Wheel Drive,GMC,23037,0,"Light Titanium, Cloth",0,Quicksilver Metallic,Light Titanium,179829,1,8500,450,good
19068,21506,1018,248,1,2,Live-Trade,1,1,2,2,0,Bridgestone,0,15,1,2013,5dr HB Two (Natl),Automatic,1.8L 4 Cylinder Engine Gas/Electric Hybrid,Front Wheel Drive,Toyota,22748,0,"Bisque, Fabric Seat Trim",0,Barcelona Red Metallic,Bisque,1630137,1,12800,80,average
19289,72673,530,252,1,2,Live-Trade,1,1,2,2,0,Other,0,18,1,2012,4dr Sdn SE,4 Speed Automatic Transmission,2.4 L Pzev Dual Vvt 16 Valve I4 Engine,Front Wheel Drive,Dodge,18740,0,Cloth,0,Bright Silver Metallic,Black Interior,178497,0,5000,0,good
19287,34025,530,248,2,2,Live-Trade,1,1,2,1,0,Bridgestone,0,17,0,2009,4WD 4dr 4-cyl 4-Spd AT Ltd (Natl),Automatic,2.5L 4 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Toyota,23808,0,"Sand Beige, Leather Seat Trim",0,Sandy Beach Metallic,Sand Beige,178454,0,13400,0,good
19299,25410,530,248,1,2,Live-Trade,1,1,2,1,2,Other,0,16,0,2013,2dr HB Man (Natl),Manual,2.5L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Scion,17789,0,Cloth,0,Classic Silver Metallic,Dark Charcoal,176186,1,10800,450,good
18830,111951,537,248,2,1,Live-Trade,1,0,2,1,0,Other,0,17,0,2005,4dr Laredo 4WD,5 Speed Automatic Transmission,"3.7 L V6 ""Power Tech"" Engine",Four Wheel Drive,Jeep,25935,0,Cloth Low Back Front Bucket Seats,Paint,Inferno Red Tinted Pearl,Medium Slate Gray,678349,1,2500,0,average
19104,147208,517,193,1,2,In-Stock Trade,1,1,2,2,0,Firestone,0,16,0,2004,525i 4dr Sdn,6 Speed Manual Transmission W/Od,2.5L Straight 6 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,BMW,36380,0,Leatherette Seat Trim,0,Silver Grey Metallic,Black,525600,1,3000,375,average
18859,206246,537,248,1,2,Live-Trade,1,1,2,2,0,Other,0,16,0,2007,4dr I4 AT LX SE,Automatic,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,19601,0,Cloth,Standard Paint,Alabaster Silver Metallic,Black,677956,1,2000,0,average
19235,99923,1033,279,2,2,In-Stock Trade,1,1,2,1,0,Yokohama,0,17,2,2010,4dr Wgn H4 Auto 2.5i Ltd Pwr Moon,Automatic,2.5l 4 Cylinder Engine Gasoline Fuel,All Wheel Drive,Subaru,27099,0,Leather,0,Crystal Black Silica,Ivory,3062141,0,10000,200,bad
18822,157800,537,248,1,1,Live-Trade,1,0,2,1,0,Michelin,0,16,0,2005,4dr Sdn CE Auto (Natl),Automatic,1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,13484,0,Cloth,0,Impulse Red Pearl,Pebble Beige,678129,1,2000,0,bad
18994,43554,364,146,2,2,In-Stock Trade,1,1,2,0,0,Other,0,16,1,2014,5dr HB Auto i Touring,Automatic,2.0L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Mazda,20234,0,"Black, Premium Cloth Seat Trim",0,Meteor Gray Mica,Black,187724,0,12500,0,average
19282,44949,75,1,2,2,Aged Unit,1,2,2,2,0,Other,0,20,1,2012,4WD 4dr 1500 LTZ,"Transmission, 6 Speed Automatic, Electronically Controlled","Engine, Vortec 5.3 L V8 Sfi Flexfuel",Four Wheel Drive,Chevrolet,52149,0,"Ebony, Custom Perforated Leather Appointed Seat Trim",0,Black,Ebony,166590,0,36000,0,average
18670,7225,870,441,2,2,Live-Trade,1,2,2,0,0,Goodyear,0,17,2,2014,4WD 4dr Sahara,Transmission: 5 Speed Automatic (W5 A580),3.6L V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Jeep,30322,0,"Dark Saddle/Black, Leather Trimmed Bucket Seats",0,Anvil Clear Coat,Black,178042,0,32800,0,good
19348,15,882,441,2,2,Front-Line CPO,1,2,2,0,0,Kumho Tires,0,17,2,2014,4dr Sdn 2.4L Auto Limited,Automatic,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Hyundai,25231,0,"Black, Leather Seating Surfaces",0,Radiant Silver Metallic,Black,166086,1,18400,150,good
19349,21268,882,441,1,2,Live-Trade,1,0,2,2,0,Other,0,16,1,2013,4dr Sdn Auto LE (Natl),Automatic,1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,16821,0,"Ash, Fabric Seat Trim",0,Magnetic Gray Metallic,Ash,166181,1,9400,250,good
