id,mileage,customer_id,dealership_id,interior_condition,powertrain,vehicle_type,structural_damage,exterior_condition,windshield,tires_status,tires_needs_new,tires_brand,wheels_alloy,wheels_size,wheels_condition,year,style,trans,engine,drivetrain,division,base_price,tires,seats,paint,color,interior_color,seconds_in_disposition,transports_count,bought_price,costs,profit
1517,31461,41,32,2,2,Live-Trade,1,2,2,2,0,Michelin,0,18,2,2014,RWD 4dr Limited,Transmission: 8-Speed Automatic (845Re),Engine: 3.6L V6 24V Vvt Flex Fuel,Rear Wheel Drive,Jeep,34931,0,"Black, Premium Leather Trimmed Bucket Seats",0,Brilliant Black Crystal Pearlcoat,Black,851059,0,27800,100,good
1526,8929,41,32,2,2,Live-Trade,1,2,2,1,0,Michelin,0,18,2,2014,FWD 4dr Titanium,Transmission: 6-Speed Automatic W/Selectshift,Engine: 2.0L Ecoboost,Front Wheel Drive,Ford,27136,0,"Medium Light Stone, Heated Leather-Trimmed Buckets W/60/40 Rear Seat",0,Ruby Red Tinted Clearcoat,Medium Light Stone,433428,0,23800,0,average
1551,155200,83,40,0,2,Live-Trade,1,1,2,2,0,Other,0,16,1,2002,2dr Coupe 3.2L,"5-Speed Automatic Transmission-Inc: Driver-Adaptive Computer Control, Od, Winter Mode Select For Forward & Reverse Starts",3.2L V6 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Mercedes-Benz,39571,0,Leather Upholstery,0,Capri Blue Metallic,Oyster,605643,0,2500,170,bad
1538,585,112,70,2,2,Live-Trade,1,2,2,0,0,Bridgestone,0,17,2,2013,2dr Cpe V6,6-Speed Manual Transmission,3.7L 4V Ti-Vct V6 Engine,Rear Wheel Drive,Ford,20924,0,"Cloth Front Bucket Seats -Inc: 4-Way Manual Driver Seat, 2-Way Manual Passenger Seat, 4-Way Adjustable Head Restraint",0,Black,Charcoal Black,92420,0,18200,100,average
1565,74103,83,40,2,2,Live-Trade,1,1,2,2,0,Other,0,17,0,2011,4dr Sdn SE FWD,6-Speed Automatic Transmission,2.5L 16V I4 Duratec Engine,Front Wheel Drive,Ford,20196,0,Cloth Seat Trim,0,White Suede,Charcoal Black,598453,0,7500,170,average
1510,53450,97,40,2,2,Live-Trade,1,1,2,1,0,Other,0,13,1,2009,2dr Conv Auto,5-Speed Geartronic Automatic Transmission W/Autostick,2.5L 5 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Volvo,36895,0,Textile Seating Surfaces,0,Celestial Blue Metallic,Calcite Cream,81807,0,13300,170,average
1578,99948,83,40,1,2,Live-Trade,1,1,2,2,0,Other,0,16,1,2010,4dr LWB LX,"5-Speed Automatic Transmission W/Od, Sportmatic Shifter",3.8L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Kia,23490,0,"Double Raschel Cloth Front Bucket Seats -Inc: Active Headrests, Armrests",0,Glacier Blue,Beige,687724,0,5400,170,good
1576,89717,83,40,0,2,Live-Trade,1,1,2,2,0,Other,0,18,1,2009,4dr SEL FWD,6-Speed Automatic Transmission,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Ford,29991,0,"Medium Light Stone, Leather Seat Trim",0,White Suede,Medium Light Stone,505407,0,9500,170,bad
1605,1201,163,92,2,2,Front-Line,1,2,2,1,0,Michelin,0,17,1,2015,FWD 4dr LE (Natl),Transmission: 6-speed Automatic,2.5l 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,22142,0,Cloth,0,Super White,Ash,106057,0,21500,0,average
1592,39048,156,92,2,2,Front-Line CPO,1,1,2,1,0,Other,0,17,2,2013,5dr Wgn CVT S AWD,Xtronic Continuously Variable Transmission (Cvt) W/S-Mode,1.6L 4 Cylinder Engine Gasoline Fuel,All Wheel Drive,Nissan,20011,0,Cloth Bolstered Front Bucket Seats -Inc: 6-Way Driver & 4-Way Front Passenger Seats,0,Graphite Blue,Black,344689,0,14700,200,average
1584,114564,163,92,0,2,Front-Line,1,1,2,2,0,Dunlop,0,17,1,2010,4dr Wgn SXT,6-speed Automatic Transmission W/od,3.8l Ohv V6 Engine,Front Wheel Drive,Dodge,25821,P225/65R16 ALL-SEASON BSW TIRES,Front Cloth Low-back Bucket Seats,0,Bright Silver Metallic,Medium Slate Gray/light Shale,1295820,0,7500,90,bad
1625,41401,141,85,1,2,Front-Line,0,0,2,2,0,Bridgestone,0,13,0,2012,FWD 4dr S,Continuously Variable Transmission (Cvt) -Inc: Sport Mode,2.5L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Nissan,21038,0,Cloth Seat Trim,0,Super Black,Gray,1288805,0,9500,822,average
1621,22204,54,40,1,2,Front-Line,1,1,2,2,0,Toyo,0,18,1,2013,2WD 4dr CVT SE,Sportronic Continuously Variable Transmission W/Paddle Shifters,2.0L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Mitsubishi,21353,0,"Sport Fabric Heated Front Bucket Seats -Inc: 6-Way Manually Adjustable Driver Seat, 4-Way Manually Adjustable Passenger Seat, Active Headrests",0,Mercury Gray,Black,426650,0,13000,0,good
1581,8639,32,27,2,2,Live-Trade,1,1,2,1,0,Michelin,0,17,2,2015,5dr EX-L w/RES,Transmission: 6-Speed Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,34164,0,Leather,0,Crystal Black Pearl,Gray,193281,0,30000,0,good
1640,22237,95,58,2,2,Live-Trade,1,2,2,1,0,Michelin,0,13,2,2013,5dr EX-L w/RES,5-Speed Automatic Transmission,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,34027,0,"Front Leather Heated Captains Chairs -Inc: 10-Way Pwr Driver Seat, Driver Pwr Lumbar, 4-Way Pwr Passenger Seat, Active Adjustable Head Restraints",0,Crystal Black Pearl,Gray,613963,0,26700,275,good
1694,41127,157,93,2,2,Front-Line,1,2,2,1,0,Other,0,17,2,2013,"2WD Crew Cab 140.5"" SLT",6-Speed Automatic Transmission,3.6L 24-Valve Vvt V6 Flex-Fuel Engine,Rear Wheel Drive,Ram,31793,0,Cloth 40/20/40 Bench Seat W/Manual Adjusters,0,Black,Black/Diesel Gray Interior,79610,0,21200,0,good
1685,33650,91,58,1,2,Live-Trade,1,1,2,1,2,Michelin,0,17,1,2012,5dr EX-L w/RES,5-speed Automatic Transmission,3.5l V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,33480,0,"Front Leather Heated Captains Chairs -inc: 10-way Pwr Driver Seat, Driver Pwr Lumbar, 4-way Pwr Passenger Seat, Active Adjustable Head Restraints",0,Alabaster Silver Metallic,Gray,11470,0,21500,0,average
1668,96529,9,6,1,2,Live-Trade,1,1,1,2,0,Goodyear,0,17,1,2008,2WD 4dr 1500 LT w/2LT,"Transmission, 4-Speed Automatic, Electronically Controlled With Overdrive And Tow/Haul Mode (Requires 1/2 Ton Models.)","Engine, Vortec 5.3L V8 Sfi Flexfuel",Rear Wheel Drive,Chevrolet,35707,0,"Seats, Second Row Bucket",0,Black,Ebony,12594,0,16500,135,average
1731,88526,112,70,1,2,Live-Trade,1,1,2,2,0,Kumho Tires,0,18,1,2012,2WD 4dr V6 SX,"6-Speed Automatic Transmission W/Od, Sportmatic",3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Kia,31125,0,Heated Leather Ventilated Front Bucket Seats,0,Dark Cherry,Black,66108,0,14500,310,average
1773,1046,112,70,2,2,Live-Trade,1,2,2,0,0,Goodyear,0,17,2,2014,4dr I4 CVT EX-L,Transmission: Continuously Variable W/Sport Mode,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,25860,0,Leather,0,Champagne Frost Pearl,Ivory,94405,0,22200,75,average
1783,52528,163,92,0,2,Front-Line,1,0,2,2,0,Other,0,17,1,2014,4dr Wgn SE,Transmission: 6-speed Automatic 62te,Engine: 3.6l V6 24v Vvt,Front Wheel Drive,Dodge,20576,0,"Black/light Graystone, Cloth Low-back Bucket Seats",0,Deep Cherry Red Crystal Pearlcoat,Black/light Graystone,63180,0,13700,100,average
1735,84215,83,40,0,2,Live-Trade,1,1,2,2,0,Other,0,22,1,2007,"2WD Supercrew 150""",4-Speed Automatic Transmission W/Od,5.4L 8 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Lincoln,34543,0,Leather-Trimmed Captains Chairs,0,Black,Dove Grey,683496,0,9500,445,good
1790,4314,83,40,2,2,Live-Trade,1,2,2,2,0,Yokohama,0,20,1,2013,4WD 4dr V6 Limited (Natl),5-Speed Ect Automatic Transmission W/Od -Inc: Sequential Shift Mode,4.0L V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Toyota,37749,0,"Leather Heated Front Bucket Seats -Inc: 8-Way Pwr Driver Seat W/Pwr Lumbar, 4-Way Pwr Passenger Seat",0,Black,Solid Black,245064,0,35500,175,good
1789,157765,83,40,0,2,Live-Trade,1,1,2,2,0,Other,0,17,1,2007,4WD Crew Cab RTS,5-Speed Automatic Transmission W/Od,3.5L V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Honda,27417,0,"Front Cloth Bucket Seats-Inc: Driver 8-Way Pwr Adjustment, Manual Lumbar",0,Nimbus Gray Metallic,Olive,924839,0,7700,175,bad
1791,61227,83,40,0,2,Live-Trade,1,1,2,2,0,Other,0,18,0,2007,4dr Sdn 5-Spd Auto R/T RWD,5-Speed Automatic Transmission W/Od,5.7L Hemi Multi-Displacement V8 Engine,Rear Wheel Drive,Dodge,28247,0,Leather-Trimmed Front Bucket Seats,0,Brilliant Black Crystal Prl,Drk/Lt Slate Gray,333469,0,9600,175,good
1725,201617,95,58,2,2,Live-Trade,1,1,2,1,0,Other,0,13,1,2002,SE 2WD Auto,4-Speed Automatic Transmission W/Od,3.5L V6 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Nissan,24229,0,Cloth Seating Surfaces,0,Sahara Beige Metallic,Beige,42258804,0,1600,200,bad
1775,97608,9,6,1,2,Live-Trade,1,1,2,1,0,Bridgestone,0,19,1,2010,4WD 4dr V8 HSE,6-Speed Automatic Transmission W/Commandshift,5.0L 8 Cylinder Engine Gasoline Fuel,All Wheel Drive,Land Rover,42998,0,8-Way Leather Trimmed Pwr Front Bucket Seats -Inc: Electric Driver Lumbar Support,0,Santorini Black Metallic,Almond,1311355,0,24400,125,bad
1839,8075,83,40,2,2,Live-Trade,1,0,2,2,0,Other,0,22,1,2014,2WD 4dr Premium,"Transmission, 6-Speed Automatic, Heavy-Duty, 6L80E, Electronically Controlled With Overdrive And Tow/Haul Mode","Engine, Vortec 6.2L V8 Sfi (E85)",Rear Wheel Drive,Cadillac,67553,0,"Seats, Front Bucket",0,White Diamond Tricoat,Cashmere W/Cocoa Accents,78082,0,52000,175,good
1840,39521,83,40,2,2,Live-Trade,1,2,2,2,0,Other,0,20,1,2012,4WD 5.7L FFV Platinum (Natl),"6-Speed Automatic Transmission -Inc: Sequential Shift Mode, Uphill/Downhill Shift Logic, Tow/Haul Mode",5.7L 8 Cylinder Engine Flex Fuel Capability,Four Wheel Drive,Toyota,56242,0,Perforated Leather Heated 2Nd Row Captains Chairs W/Center Console,0,Black,Graphite,428613,0,42700,170,good
1862,223,133,81,2,2,Live-Trade,0,2,2,0,0,Michelin,0,17,2,2015,4dr Sdn I4 2.5 SV,Transmission: Xtronic Cvt (continuously Variable),2.5l 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Nissan,23041,0,Cloth,0,Brilliant Silver,Charcoal,19270,0,18500,125,average
1873,29194,156,92,2,2,Front-Line,1,1,2,1,0,Goodyear,0,15,1,2012,4dr Sdn Auto S (Natl),4-Speed Automatic Transmission W/Od -Inc: Intelligence (Ect-I),1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,17439,0,"Front Sport Double-Stitch Fabric Bucket Seats -Inc: 6-Way Adjustable Driver Seat, 4-Way Adjustable Passenger Seat, Dual Seatback Pockets",0,Magnetic Gray Metallic,Dark Charcoal,347103,0,10650,200,average
1914,45480,69,51,2,2,Live-Trade,1,0,2,0,4,General Tire,0,17,1,2013,"2WD Crew Cab 169"" Tradesman",6-Speed Automatic Transmission (66Rfe),6.7L I6 Cummins Turbo-Diesel Engine,Rear Wheel Drive,Ram,32267,0,Hd Vinyl 40/20/40 Split-Bench Seat,0,Bright White,Black/Diesel Gray Interior,80905,0,30800,150,good
1916,39683,69,51,0,2,Live-Trade,1,0,2,2,2,Bridgestone,0,17,2,2012,"4WD Mega Cab 160.5"" Laramie",6-Speed Automatic Transmission W/Od,6.7L I6 Cummins Turbo Diesel Engine,Four Wheel Drive,Ram,42817,0,Leather Trim 40/20/40 Split Bench Seat,0,Black,Dark Slate Interior,80401,0,40300,150,good
1917,57489,69,51,1,2,Live-Trade,1,1,2,1,0,Pirelli,0,22,0,2013,4WD 4dr SC,6-Speed Automatic Transmission W/Commandshift,5.0L 8 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Land Rover,69257,0,Alcantara/Leather Seat Trim W/Contrast Stitching,0,Santorini Black Metallic,Almond/Nutmeg,237842,0,45500,0,good
1911,22578,63,3,2,2,Live-Trade,1,2,2,1,0,Bridgestone,0,19,2,2013,AWD 4dr xDrive35i Premium,"8-speed Sport Automatic Transmission -inc: Adaptive Transmission Control, Sport & Steptronic Manual Shift Modes",3.0l Straight 6 Cylinder Engine Gasoline Fuel,All Wheel Drive,BMW,50785,0,Nevada Leather Upholstery,0,Space Gray Metallic,Oyster,13630,0,38500,0,average
1932,38928,156,92,0,2,Front-Line,1,1,2,0,4,Michelin,0,18,0,2013,4dr Sdn SEL FWD,6-Speed Automatic Transmission,2.0L Ecoboost I4 Engine,Front Wheel Drive,Ford,26660,0,"Front Unique Cloth Bucket Seats -Inc: 6-Way Pwr Driver/Front Passenger Seats W/Manual Lumbar/Recline, 4-Way Adjustable Headrests",0,Kodiak Brown Metallic,Dune,91542,0,13400,200,good
1929,20176,43,34,2,2,Front-Line,1,2,2,1,0,Michelin,0,18,2,2013,4dr SEL FWD,6-Speed Selectshift Automatic Transmission,2.0L Ecoboost I4 Engine,Front Wheel Drive,Ford,29001,0,"Front Unique Cloth Front Bucket Seats -Inc: 10-Way Pwr Driver Seat, Pwr Driver Lumbar/Recline, 4-Way Manual Passenger Seat",0,Ginger Ale Metallic,Medium Light Stone,1294782,0,23000,222,bad
1944,33383,43,34,2,2,Front-Line,1,2,2,2,0,Bridgestone,0,18,1,2012,AWD 4dr V6 SE,6-Speed Automatic Transmission W/Od,3.5L V6 Cylinder Engine Gasoline Fuel,All Wheel Drive,Hyundai,26701,0,Leather/Cloth Seating Surfaces,0,Moonstone Silver,Gray,67357,0,16000,0,good
1961,51522,50,1,0,2,Live-Trade,1,1,2,1,0,Goodyear,0,18,1,2011,4WD 4dr XLT,6-Speed Automatic Transmission W/Od,5.4L 8 Cylinder Engine Flex Fuel Capability,Four Wheel Drive,Ford,38965,0,"Cloth Front Captains Chairs -Inc: 6-Way Pwr Driver Seat, Manual Driver Lumbar & Recline, Manual Passenger Seat",0,Oxford White,Camel,8645,0,23400,0,average
1948,4675,43,34,2,2,Live-Trade,1,2,2,1,0,Michelin,0,17,2,2015,FWD 4dr XLE (Natl),Transmission: 6-Speed Automatic,2.5L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,23599,0,Cloth,0,Magnetic Gray Metallic,Black,78118,0,23000,150,average
1977,8146,43,34,2,2,Front-Line CPO,1,2,2,1,0,Goodyear,0,16,2,2014,5dr Wgn Auto (Natl),Transmission: Electronic 4-Speed Automatic W/Od -Inc: Sequential Shifting,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Scion,17024,0,Cloth,0,Absolutely Red,Dark Charcoal,62812,0,14500,150,average
1976,54554,43,34,2,2,Front-Line CPO,1,1,2,1,0,Michelin,0,17,1,2011,5dr 8-Pass Van V6 XLE FWD (Natl),6-Speed Automatic Transmission W/Od & Intelligence (Ect-I),3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,30338,0,Textured Leather Seat Trim,0,Predawn Gray Mica,Light Gray,61087,0,19500,0,average
1951,8340,83,40,2,2,Live-Trade,1,2,2,2,0,Other,0,17,1,2015,5dr Touring,Transmission: 6-Speed Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,38410,0,Leather,0,White Diamond Pearl,Truffle,1187395,0,34500,-850,bad
1913,32488,69,51,2,2,Live-Trade,1,2,2,2,0,Goodyear,0,19,2,2013,quattro 4dr 2.0T Premium Plus,8-Speed Tiptronic Automatic Transmission,2.0L 4 Cylinder Engine Gasoline Fuel,All Wheel Drive,Audi,33388,0,Leather Seating Surfaces,0,Monsoon Gray Metallic,Gray,364030,0,30500,75,average
1986,42269,164,92,0,2,Front-Line,1,0,2,1,0,Michelin,0,17,1,2013,"4WD Mega Cab 160.5"" Laramie",6-speed Automatic Transmission (66rfe),5.7l Hemi V8 Vvt Engine,Four Wheel Drive,Ram,44900,LT275/70R18E ALL-SEASON BSW TIRES,Leather-Trimmed 40/20/40 Split-Bench Seat,0,Flame Red,Black Interior,343762,0,44500,300,good
1894,28429,9,6,1,2,Live-Trade,1,2,2,1,2,Michelin,0,18,1,2013,FWD 4dr XLT,6-Speed Automatic Transmission W/Od,2.0L I4 Ecoboost Engine,Front Wheel Drive,Ford,30474,0,"Medium Light Stone, Leather Trimmed Heated Front Bucket Seats",0,Deep Impact Blue Metallic,Medium Light Stone,338457,0,27000,125,average
1970,28039,41,32,2,2,Live-Trade,1,2,2,2,0,Yokohama,0,17,2,2014,4dr Auto 2.5i Limited PZEV,"Transmission: Lineartronic Cvt -Inc: Low Shift Mode, X-Mode And Hill Descent Control (Hdc)",2.5L 4 Cylinder Engine Gasoline Fuel,All Wheel Drive,Subaru,26222,0,Leather,0,Burnished Bronze Metallic,Black,362159,0,22800,50,average
1918,50266,45,36,2,2,Front-Line,1,2,2,0,2,Continental Tire,1,18,1,2011,4dr Sdn 300C AWD,5-Speed Automatic Transmission W/Autostick,5.7L V8 Hemi Mds Vvt Engine,All Wheel Drive,Chrysler,38319,0,Luxury Leather Bucket Seats,0,Bright White,Mochachino,260487,0,16500,0,average
2011,15058,87,58,2,2,Live-Trade,1,0,2,1,0,Firestone,0,16,2,2013,4dr I4 CVT LX,Continuously Variable Transmission -Inc: Sport Mode,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,20579,0,"Cloth Front Bucket Seats -Inc: Driver Manual Height Adjustment, Active Head Restraints",0,Crystal Black Pearl,Ivory,101876,0,16200,75,average
2006,2418,87,58,2,2,Live-Trade,1,2,2,0,0,Michelin,0,18,2,2015,2WD 4dr Touring w/RES &#38; Navi,Transmission: 5-Speed Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,36577,0,Leather,0,Crystal Black Pearl,Black,355055,0,34200,150,average
2031,61484,83,40,1,2,Live-Trade,1,1,2,2,0,Michelin,0,19,1,2004,2dr Cabriolet Carrera 4 6-Spd Man,6 Speed Manual Transmission W/Hydraulic Clutch,3.6L Flat 6 Cylinder Engine Gasoline Fuel,All Wheel Drive,Porsche,73367,0,Full Leather Seats,0,Basalt Black Metallic,Black,71358,0,25500,75,good
2019,112165,83,40,1,2,Live-Trade,1,1,2,2,0,Other,0,17,1,2001,4dr SUV Touring Pkg w/Navigation,Electronically-Controlled 5-Speed Automatic Transmission W/Grade Logic Control,3.5L V6 Cylinder Engine Gasoline Fuel,All Wheel Drive,Acura,34715,0,1St & 2Nd Row Leather Seat Trim & Door Inserts,0,Starlight Silver Metallic,Ebony,1892760,0,3500,200,bad
1979,92986,83,40,1,2,Live-Trade,1,1,2,2,0,Other,0,17,1,2003,X5 4dr AWD 3.0i,5-Speed Automatic Transmission W/Od,3.0L Straight 6 Cylinder Engine Gasoline Fuel,All Wheel Drive,BMW,36105,0,Front Bucket Seats,0,Black Sapphire Metallic,Beige,848799,0,5000,150,good
2044,31029,164,92,2,2,Front-Line,1,1,2,2,0,Goodyear,0,20,1,2013,4dr Wgn V6 FWD XLE (Natl),6 Speed Electronically Controlled Automatic Transmission  Inc: Sequential Shift Mode,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,30330,0,"Light Gray, Leather Seat Trim",0,Magnetic Gray Metallic,Light Gray,448400,0,23700,300,average
2020,96356,87,58,1,2,Live-Trade,1,2,2,0,4,Other,0,16,1,2008,4dr I4 Auto LX-P,5-Speed Auto Transmission,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,20099,0,Cloth Front Bucket Seats-Inc: 8-Way Pwr Driver Seat,0,Alabaster Silver Metallic,Black,775578,0,8000,150,bad
2055,32310,164,92,2,2,Front-Line,1,0,2,1,0,Goodyear,0,18,1,2013,4dr Sdn Limited,6 Speed Automatic Transmission,3.6 L Vvt 24 Valve V6 Engine,Front Wheel Drive,Chrysler,24150,0,Leather Trimmed Seats,0,Billet Silver Metallic,Black,147141,0,12900,200,average
2054,7586,164,92,2,2,Front-Line,1,1,2,1,0,Michelin,0,17,1,2014,2dr Cpe Man Premium,Transmission: 6 Speed Close Ratio Manual,2.0L 4 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Subaru,24421,0,"Black, Cloth Upholstery W/Red Stitching",0,Wr Blue Pearl,Black,147042,0,20300,250,average
1974,16740,69,51,2,2,Live-Trade,1,2,2,1,0,Michelin,0,17,2,2014,4dr Sdn,Transmission: Electronic Continuously Variable -Inc: (E-Cvt),2.0L 4 Cylinder Engine Gas/Electric Hybrid,Front Wheel Drive,Honda,26667,0,Cloth,0,Alabaster Silver Metallic,Black,451149,0,21800,130,bad
2053,55706,81,5,2,2,Live-Trade,1,1,1,1,0,Other,0,20,2,2011,"4WD Crew Cab 172"" Lariat",Torqshift 6-Speed Automatic Transmission W/Tow/Haul Mode,6.7L 32-Valve Power Stroke V8 Diesel Engine,Four Wheel Drive,Ford,42041,0,"Black, Premium Leather 40/Console/40 Front Seats",0,Forest Green Metallic,Black,341285,0,41000,475,good
2078,11220,69,51,2,2,Live-Trade,1,2,2,1,0,Pirelli,0,17,2,2014,FWD 2dr,Transmission: 6 Speed Manual,1.6L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,MINI,21435,0,"Carbon Black, Sensatec Leatherette Upholstery",0,Royal Gray Metallic,Carbon Black,68438,0,16000,150,good
2079,31271,69,51,1,2,Live-Trade,1,1,2,0,4,Michelin,0,18,1,2012,2WD 4dr EX-L w/RES,5 Speed Automatic Transmission W/Od,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,33202,0,"Gray, Leather Seat Trim",0,Crystal Black Pearl,Gray,68479,0,23500,325,average
2076,5479,69,51,2,2,Live-Trade,1,2,2,1,0,Bridgestone,0,18,1,2015,4dr Sdn RWD,Transmission: Electronic 8 Speed Ect I Automatic  Inc: Steering Wheel Mounted Paddle Shifters,3.5L V6 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Lexus,37260,0,"Rioja Red, F Sport Nuluxe Seat Trim",0,Ultra White,Rioja Red,68825,0,36400,150,average
2065,80447,69,51,0,2,Live-Trade,1,1,2,1,0,Michelin,0,20,0,2012,2WD 4dr,6 Speed Automatic Transmission W/Od,5.4 L Sohc 24 Valve V8 Ffv Engine,Rear Wheel Drive,Lincoln,54301,0,"Premium Leather Seating Surfaces  Inc: Perforated Front Row Seats, 3Rd Row Vinyl",0,White Platinum Tri-Coat Metallic,Stone,68857,0,24600,0,good
2069,83745,69,51,2,2,Live-Trade,1,1,2,1,2,Other,0,18,1,2011,FWD 4dr Luxury Collection,"Transmission, 6 Speed Automatic, Fwd, 6 T70",3.0L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Cadillac,36897,0,"Seat Trim, Leather Seating Surfaces",0,Radiant Silver Metallic,Shale W/Ebony Accents,68886,0,14800,0,average
2064,53270,69,51,2,2,Front-Line CPO,1,1,2,0,0,Firestone,0,18,2,2012,RWD 4dr Laredo,5 Speed Automatic Transmission,3.6 L Vvt V6 Flex Fuel Engine,Rear Wheel Drive,Jeep,26803,0,Cloth Seating Surfaces,0,Maximum Steel Metallic,Black,580839,0,18800,135,good
2063,45981,69,51,2,2,Front-Line,1,1,2,1,0,Michelin,0,18,1,2013,FWD 4dr,6 Speed Select Shift Automatic Transmission W/Paddle Activation,3.7L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Lincoln,37597,0,"Charcoal Black, Perforated Leather Trimmed Front Bucket Seats",0,Ginger Ale Metallic,Charcoal Black,68937,0,20300,0,good
2077,16562,69,51,0,2,Front-Line CPO,1,2,2,1,2,Goodyear,0,20,0,2013,4WD 4dr Overland Summit,5 Speed Automatic Transmission,3.6 L Vvt V6 Flex Fuel Engine,Four Wheel Drive,Jeep,41296,0,Leather,0,Brilliant Black Crystal Pearl,Dark Frost Beige/Light Frost Beige,67279,0,32000,0,good
2085,79860,69,51,2,2,Live-Trade,1,1,2,2,0,Other,0,17,1,2012,2WD 4dr I4 LX,"6 Speed Automatic Transmission W/Od, Sportmatic",2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Kia,22370,0,Cloth,0,Titanium Silver,Black,62296,0,10300,325,average
2084,7654,69,51,2,2,Live-Trade,1,2,2,1,0,Goodyear,0,17,2,2013,2WD 4dr 1500 LS,"Transmission, 6 Speed Automatic, Electronically Controlled",5.3L 8 Cylinder Engine Flex Fuel Capability,Rear Wheel Drive,Chevrolet,37576,0,"Seats, Front 40/20/40 Split Bench With Premium Cloth, 3 Passenger, Driver And Front Passenger Manual Reclining, Center Fold Down Armrest",0,Black,Ebony,62331,0,28000,150,good
2083,30641,69,51,2,2,Front-Line CPO,1,0,2,1,0,Goodyear,0,20,2,2013,"4WD Crew Cab 140.5"" Laramie",6 Speed Automatic Transmission,5.7L 8 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Ram,40570,0,Leather,0,Black,Black Interior,313405,0,32000,150,good
2082,78509,69,51,2,2,Front-Line,1,2,2,0,0,BFGoodrich,0,17,2,2010,2WD Double V6 AT PreRunner (Natl),"5 Speed Electronically Controlled Automatic Transmission W/(Ect I), Od",4.0L V6 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Toyota,21694,0,"Graphite, Fabric Seat Trim",0,Pyrite Mica,Graphite,62331,0,18000,0,good
2036,15493,164,92,2,2,Front-Line,1,1,2,1,0,Goodyear,0,15,1,2013,5dr HB One (Natl),Continuously Variable Transmission (Ecvt),1.5L 4 Cylinder Engine Gas/Electric Hybrid,Front Wheel Drive,Toyota,18127,0,"Gray, Fabric Seat Trim",0,Blue Streak Metallic,Gray,6406,0,13300,200,average
2095,29608,69,51,2,2,Front-Line,1,1,2,2,2,Yokohama,0,17,1,2013,FWD 4dr Auto Touring,6 Speed Skyactiv Drive Automatic Transmission W/Sport Mode,2.0L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Mazda,23501,0,"Sand, Cloth Seat Trim",0,Sky Blue Mica,Sand,234113,0,16000,0,good
2110,40872,69,51,2,2,Live-Trade,1,0,1,1,0,Other,0,20,2,2006,4-Passenger K-Series Enclosed,Hd 4 Speed Automatic Transmission W/Od,6.5 L (395) Turbo Diesel V8 Engine,Four Wheel Drive,HUMMER,101731,0,Hd Fabric,0,Black,Gray,425772,0,85000,0,good
